"BaseIdentifier","Action","Identifier","Title","KeptIdentifier","KeptTitle"
"zx_Adventure_A_The","REMOVE","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing_a4_16K","Adventure A - The Planet of Death","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing","Adventure A - The Planet of Death"
"zx_Adventure_A_The","REMOVE","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing_a5_16K","Adventure A - The Planet of Death","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing","Adventure A - The Planet of Death"
"zx_Adventure_A_The","REMOVE","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing_a6_16K","Adventure A - The Planet of Death","zx_Adventure_A_The_Planet_of_Death_1982_Artic_Computing","Adventure A - The Planet of Death"
"d64_Video_Meanies_1986","REMOVE","d64_Video_Meanies_1986_Mastertronic_h_EX","Video Meanies","d64_Video_Meanies_1986_Mastertronic","Video Meanies"
"d64_Video_Meanies_1986","REMOVE","d64_Video_Meanies_1986_Mastertronic_h_ONS","Video Meanies","d64_Video_Meanies_1986_Mastertronic","Video Meanies"
"d64_Video_Meanies_1986","REMOVE","d64_Video_Meanies_1986_Mastertronic_h_YETI","Video Meanies","d64_Video_Meanies_1986_Mastertronic","Video Meanies"
"zx_Its_a_Knockout","REMOVE","zx_Its_a_Knockout_1986_Ocean_a","It's a Knockout","zx_Its_a_Knockout_1986_Ocean","It's a Knockout"
"a8b_Quasimodo_1985_SynSoft","REMOVE","a8b_Quasimodo_1985_SynSoft_GB_cr_Rob.C","Quasimodo","a8b_Quasimodo_1985_SynSoft_GB_a_k_file","Quasimodo"
"a8b_Quasimodo_1985_SynSoft","REMOVE","a8b_Quasimodo_1985_SynSoft_GB_k_file","Quasimodo","a8b_Quasimodo_1985_SynSoft_GB_a_k_file","Quasimodo"
"zx_Boulder_Dash_II","REMOVE","zx_Boulder_Dash_II_Rockfords_Riot_1985_Prism_Leisure_a","Boulder Dash II - Rockford's Riot","zx_Boulder_Dash_II_Rockfords_Riot_1985_Prism_Leisure","Boulder Dash II - Rockford's Riot"
"zx_Master_of_Magic","REMOVE","zx_Master_of_Magic_The_1986_Mastertronic_Added_Dimension_a","Master of Magic, The","zx_Master_of_Magic_The_1986_Mastertronic_Added_Dimension","Master of Magic, The"
"zx_Master_of_Magic","REMOVE","zx_Master_of_Magic_The_1986_Mastertronic_Added_Dimension_a2","Master of Magic, The","zx_Master_of_Magic_The_1986_Mastertronic_Added_Dimension","Master of Magic, The"
"zx_Black_Lamp_1988","REMOVE","zx_Black_Lamp_1988_Firebird_Software_a","Black Lamp","zx_Black_Lamp_1988_Firebird_Software_128K","Black Lamp"
"zx_Black_Lamp_1988","REMOVE","zx_Black_Lamp_1988_Firebird_Software_a2","Black Lamp","zx_Black_Lamp_1988_Firebird_Software_128K","Black Lamp"
"zx_Black_Lamp_1988","REMOVE","zx_Black_Lamp_1988_Firebird_Software_a3","Black Lamp","zx_Black_Lamp_1988_Firebird_Software_128K","Black Lamp"
"zx_Rebel_Planet_1986","REMOVE","zx_Rebel_Planet_1986_U.S._Gold_a","Rebel Planet","zx_Rebel_Planet_1986_U.S._Gold","Rebel Planet"
"zx_Rebel_Planet_1986","REMOVE","zx_Rebel_Planet_1986_U.S._Gold_a2","Rebel Planet","zx_Rebel_Planet_1986_U.S._Gold","Rebel Planet"
"zx_Rebel_Planet_1986","REMOVE","zx_Rebel_Planet_1986_U.S._Gold_a3","Rebel Planet","zx_Rebel_Planet_1986_U.S._Gold","Rebel Planet"
"a8b_Fast_Eddie_1982","REMOVE","a8b_Fast_Eddie_1982_Sirius_Software_US_k_file","Fast Eddie","a8b_Fast_Eddie_1982_Sirius_Software_US_a_k_file","Fast Eddie"
"d64_Transformers_The_Battle","REMOVE","d64_Transformers_The_Battle_to_Save_the_Earth_1986_Activision_Side_A","Transformers: The Battle to Save the Earth (Side A)","d64_Transformers_The_Battle_to_Save_the_Earth_1986_Activision","Transformers: The Battle to Save the Earth"
"zx_Peter_Beardsleys_International","REMOVE","zx_Peter_Beardsleys_International_Football_1988_Grandslam_Entertainments_a","Peter Beardsley's International Football","zx_Peter_Beardsleys_International_Football_1988_Grandslam_Entertainments","Peter Beardsley's International Football"
"zx_Badlands_1990_Domark","REMOVE","zx_Badlands_1990_Domark_a","Badlands","zx_Badlands_1990_Domark","Badlands"
"zx_Badlands_1990_Domark","REMOVE","zx_Badlands_1990_Domark_a2","Badlands","zx_Badlands_1990_Domark","Badlands"
"a8b_Starcross_1982_Infocom","REMOVE","a8b_Starcross_1982_Infocom_US_a","Starcross","a8b_Starcross_1982_Infocom_US","Starcross"
"a8b_Whirlinurd_1985_U.S.","REMOVE","a8b_Whirlinurd_1985_U.S._Gold_GB_cr_N.A.P.O._a_k_file","Whirlinurd","a8b_Whirlinurd_1985_U.S._Gold_GB","Whirlinurd"
"a8b_Whirlinurd_1985_U.S.","REMOVE","a8b_Whirlinurd_1985_U.S._Gold_GB_cr_N.A.P.O._k_file","Whirlinurd","a8b_Whirlinurd_1985_U.S._Gold_GB","Whirlinurd"
"a8b_Whirlinurd_1985_U.S.","REMOVE","a8b_Whirlinurd_1985_U.S._Gold_GB_k_file","Whirlinurd","a8b_Whirlinurd_1985_U.S._Gold_GB","Whirlinurd"
"zx_Crazy_Cars_1988","REMOVE","zx_Crazy_Cars_1988_Titus_a","Crazy Cars","zx_Crazy_Cars_1988_Titus","Crazy Cars"
"zx_Crazy_Cars_1988","REMOVE","zx_Crazy_Cars_1988_Titus_a2","Crazy Cars","zx_Crazy_Cars_1988_Titus","Crazy Cars"
"zx_Captain_Dynamo_1992","REMOVE","zx_Captain_Dynamo_1992_Codemasters_a","Captain Dynamo","zx_Captain_Dynamo_1992_Codemasters","Captain Dynamo"
"zx_Captain_Dynamo_1992","REMOVE","zx_Captain_Dynamo_1992_Codemasters_a2","Captain Dynamo","zx_Captain_Dynamo_1992_Codemasters","Captain Dynamo"
"a8b_Death_Race_1987","REMOVE","a8b_Death_Race_1987_Atlantis_Software_GB_PAL","Death Race (PAL)","a8b_Death_Race_1987_Atlantis_Software_GB_h_Mr._Bacardi","Death Race"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks_a","Danger Mouse in Double Trouble","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks_a2","Danger Mouse in Double Trouble","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks_a3","Danger Mouse in Double Trouble","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_Double_Trouble_Review_1984_Creative_Sparks","Danger Mouse in Double Trouble - Review","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_1_of_2","Danger Mouse in The Black Forest Chateau (Part 1 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_1_of_2_a","Danger Mouse in The Black Forest Chateau (Part 1 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_1_of_2_a2","Danger Mouse in The Black Forest Chateau (Part 1 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_1_of_2_a3","Danger Mouse in The Black Forest Chateau (Part 1 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_2_of_2","Danger Mouse in The Black Forest Chateau (Part 2 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_1984_Creative_Sparks_Part_2_of_2_a","Danger Mouse in The Black Forest Chateau (Part 2 of 2)","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Danger_Mouse_in","REMOVE","zx_Danger_Mouse_in_The_Black_Forest_Chateau_Excerpt_1984_Creative_Sparks","Danger Mouse in The Black Forest Chateau - Excerpt","zx_Danger_Mouse_in_Double_Trouble_1984_Creative_Sparks","Danger Mouse in Double Trouble"
"zx_Wizball_1987_Ocean","REMOVE","zx_Wizball_1987_Ocean_128K","Wizball","zx_Wizball_1987_Ocean","Wizball"
"zx_Wizball_1987_Ocean","REMOVE","zx_Wizball_1987_Ocean_a_128K","Wizball","zx_Wizball_1987_Ocean","Wizball"
"zx_Wizball_1987_Ocean","REMOVE","zx_Wizball_1987_Ocean_a2_128K","Wizball","zx_Wizball_1987_Ocean","Wizball"
"zx_President_1987_Addictive","REMOVE","zx_President_1987_Addictive_Games_a","President","zx_President_1987_Addictive_Games","President"
"a8b_Micro_League_Baseball","REMOVE","a8b_Micro_League_Baseball_1984_Micro_League_Sports_Association_US_m_color_Rob.C","Micro League Baseball","a8b_Micro_League_Baseball_1984_Micro_League_Sports_Association_US","Micro League Baseball"
"a8b_Micro_League_Baseball","REMOVE","a8b_Micro_League_Baseball_General_Manager_Owner_Disk_1985_Micro_League_Sports_Associ","Micro League Baseball: General Manager-Owner Disk","a8b_Micro_League_Baseball_1984_Micro_League_Sports_Association_US","Micro League Baseball"
"zx_Scuba_Dive_1983","REMOVE","zx_Scuba_Dive_1983_Durell_Software_a","Scuba Dive","zx_Scuba_Dive_1983_Durell_Software","Scuba Dive"
"Floyd_the_Droid_1986","REMOVE","Floyd_the_Droid_1986_Radarsoft_de","Floyd the Droid","Floyd_the_Droid_1986_Radarsoft","Floyd the Droid"
"a8b_Frenesis_1987_Mastertronic","REMOVE","a8b_Frenesis_1987_Mastertronic_GB_a_k_file","Frenesis","a8b_Frenesis_1987_Mastertronic_GB","Frenesis"
"a8b_Frenesis_1987_Mastertronic","REMOVE","a8b_Frenesis_1987_Mastertronic_GB_k_file","Frenesis","a8b_Frenesis_1987_Mastertronic_GB","Frenesis"
"a8b_Ace_of_Aces","REMOVE","a8b_Ace_of_Aces_1987_Accolade_US_a","Ace of Aces","a8b_Ace_of_Aces_1987_Accolade_US","Ace of Aces"
"a8b_Ace_of_Aces","REMOVE","a8b_Ace_of_Aces_1987_U.S._Gold_GB","Ace of Aces","a8b_Ace_of_Aces_1987_Accolade_US","Ace of Aces"
"Dickys_Diamonds_1983_Romik","REMOVE","Dickys_Diamonds_1983_Romik_Software_h_ASS","Dickys Diamonds","Dickys_Diamonds_1983_Romik_Software","Dickys Diamonds"
"Dickys_Diamonds_1983_Romik","REMOVE","Dickys_Diamonds_1983_Romik_Software_h_HF_t_2_HF","Dickys Diamonds","Dickys_Diamonds_1983_Romik_Software","Dickys Diamonds"
"zx_Rolands_Rat_Race","REMOVE","zx_Rolands_Rat_Race_1985_Ocean_a","Roland's Rat Race","zx_Rolands_Rat_Race_1985_Ocean","Roland's Rat Race"
"zx_Maze_Mania_1989","REMOVE","zx_Maze_Mania_1989_Rack_It_re_release","Maze Mania","zx_Maze_Mania_1989_Hewson_Consultants","Maze Mania"
"Election_Game_The_1983","REMOVE","Election_Game_The_1983_Mastertronic_h_ABC","The Election Game","Election_Game_The_1983_Mastertronic","The Election Game"
"uta_4_Zzap_Sizzlers","REMOVE","uta_4_Zzap_Sizzlers_II_1986_Gremlin_Graphics_7492","4 Zzap! Sizzlers II (1986 Gremlin Graphics)","uta_4_Zzap_Sizzlers_1986_Boots_9342","4 Zzap! Sizzlers (1986 Boots)"
"zx_Garfield_Winters_Tail","REMOVE","zx_Garfield_Winters_Tail_1990_The_Edge_Software_128K","Garfield - Winter's Tail","zx_Garfield_Winters_Tail_1990_The_Edge_Software","Garfield - Winter's Tail"
"zx_Into_the_Eagles","REMOVE","zx_Into_the_Eagles_Nest_1987_Pandora_128K","Into the Eagle's Nest","zx_Into_the_Eagles_Nest_1987_Pandora","Into the Eagle's Nest"
"zx_Into_the_Eagles","REMOVE","zx_Into_the_Eagles_Nest_1987_Pandora_a","Into the Eagle's Nest","zx_Into_the_Eagles_Nest_1987_Pandora","Into the Eagle's Nest"
"zx_Into_the_Eagles","REMOVE","zx_Into_the_Eagles_Nest_1987_Pandora_a_128K","Into the Eagle's Nest","zx_Into_the_Eagles_Nest_1987_Pandora","Into the Eagle's Nest"
"a8b_Colossus_Chess_4.0","REMOVE","a8b_Colossus_Chess_4.0_1987_CDS_Software_GB_h_Dave_Murphy_k_file","Colossus Chess 4.0","a8b_Colossus_Chess_4.0_1987_CDS_Software_GB","Colossus Chess 4.0"
"zx_Intensity_1988_Firebird","REMOVE","zx_Intensity_1988_Firebird_Software_a","Intensity","zx_Intensity_1988_Firebird_Software","Intensity"
"zx_Intensity_1988_Firebird","REMOVE","zx_Intensity_1988_Firebird_Software_a2","Intensity","zx_Intensity_1988_Firebird_Software","Intensity"
"zx_Intensity_1988_Firebird","REMOVE","zx_Intensity_1988_Firebird_Software_a3","Intensity","zx_Intensity_1988_Firebird_Software","Intensity"
"zx_Batman_The_Movie","REMOVE","zx_Batman_The_Movie_1989_Ocean_a_128K","Batman - The Movie","zx_Batman_The_Movie_1989_Ocean_128K","Batman - The Movie"
"zx_Batman_The_Movie","REMOVE","zx_Batman_The_Movie_1989_Ocean_a2_128K","Batman - The Movie","zx_Batman_The_Movie_1989_Ocean_128K","Batman - The Movie"
"zx_Seymour_at_the","REMOVE","zx_Seymour_at_the_Movies_1991_Codemasters_a","Seymour at the Movies","zx_Seymour_at_the_Movies_1991_Codemasters","Seymour at the Movies"
"zx_1985_The_Day","REMOVE","zx_1985_The_Day_After_1985_Mastertronic_a","1985 - The Day After","zx_1985_The_Day_After_1985_Mastertronic","1985 - The Day After"
"zx_1985_The_Day","REMOVE","zx_1985_The_Day_After_1985_Mastertronic_a2","1985 - The Day After","zx_1985_The_Day_After_1985_Mastertronic","1985 - The Day After"
"zx_1985_The_Day","REMOVE","zx_1985_The_Day_After_1985_Mastertronic_a3","1985 - The Day After","zx_1985_The_Day_After_1985_Mastertronic","1985 - The Day After"
"zx_1985_The_Day","REMOVE","zx_1985_The_Day_After_1985_Mastertronic_t","1985 - The Day After","zx_1985_The_Day_After_1985_Mastertronic","1985 - The Day After"
"zx_League_Challenge_1988","REMOVE","zx_League_Challenge_1988_Atlantis_Software_a","League Challenge","zx_League_Challenge_1988_Atlantis_Software","League Challenge"
"zx_ACE_2_The","REMOVE","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games_a","ACE 2 - The Ultimate Head to Head Conflict","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games","ACE 2 - The Ultimate Head to Head Conflict"
"zx_ACE_2_The","REMOVE","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games_a2","ACE 2 - The Ultimate Head to Head Conflict","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games","ACE 2 - The Ultimate Head to Head Conflict"
"zx_ACE_2_The","REMOVE","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games_a3","ACE 2 - The Ultimate Head to Head Conflict","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games","ACE 2 - The Ultimate Head to Head Conflict"
"zx_ACE_2_The","REMOVE","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games_a4","ACE 2 - The Ultimate Head to Head Conflict","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games","ACE 2 - The Ultimate Head to Head Conflict"
"zx_ACE_2_The","REMOVE","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games_a5","ACE 2 - The Ultimate Head to Head Conflict","zx_ACE_2_The_Ultimate_Head_to_Head_Conflict_1987_Cascade_Games","ACE 2 - The Ultimate Head to Head Conflict"
"zx_Heartland_1986_Odin","REMOVE","zx_Heartland_1986_Odin_Computer_Graphics_a","Heartland","zx_Heartland_1986_Odin_Computer_Graphics","Heartland"
"zx_Heartland_1986_Odin","REMOVE","zx_Heartland_1986_Odin_Computer_Graphics_a2","Heartland","zx_Heartland_1986_Odin_Computer_Graphics","Heartland"
"zx_Kick_Off_1989","REMOVE","zx_Kick_Off_1989_Anco_Software_a","Kick Off","zx_Kick_Off_1989_Anco_Software","Kick Off"
"zx_Kick_Off_1989","REMOVE","zx_Kick_Off_1989_Anco_Software_a2","Kick Off","zx_Kick_Off_1989_Anco_Software","Kick Off"
"zx_Derby_Day_1982","REMOVE","zx_Derby_Day_1982_CRL_Group_a2","Derby Day","zx_Derby_Day_1982_CRL_Group","Derby Day"
"zx_Ivan_Ironman_Stewarts","REMOVE","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games_128K","Ivan 'Ironman' Stewart's Super Off Road Racer","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games","Ivan 'Ironman' Stewart's Super Off Road Racer"
"zx_Ivan_Ironman_Stewarts","REMOVE","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games_a","Ivan 'Ironman' Stewart's Super Off Road Racer","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games","Ivan 'Ironman' Stewart's Super Off Road Racer"
"zx_Ivan_Ironman_Stewarts","REMOVE","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games_a2","Ivan 'Ironman' Stewart's Super Off Road Racer","zx_Ivan_Ironman_Stewarts_Super_Off_Road_Racer_1990_Virgin_Games","Ivan 'Ironman' Stewart's Super Off Road Racer"
"zx_Night_Breed_1990","REMOVE","zx_Night_Breed_1990_Ocean_128K","Night Breed","zx_Night_Breed_1990_Ocean","Night Breed"
"d64_Uuno_Turhapuro_Muuttaa","REMOVE","d64_Uuno_Turhapuro_Muuttaa_Maalle_1986_Amersoft_h_ByterapersSharks","Uuno Turhapuro Muuttaa Maalle","d64_Uuno_Turhapuro_Muuttaa_Maalle_1986_Amersoft_FI","Uuno Turhapuro Muuttaa Maalle (FI)"
"a8b_Centipede_198x_Atari","REMOVE","a8b_Centipede_198x_Atari_US_a_5200_k_file","Centipede","a8b_Centipede_198x_Atari_US_5200_k_file","Centipede"
"a8b_Centipede_198x_Atari","REMOVE","a8b_Centipede_198x_Atari_US_h_Glenn_5200","Centipede","a8b_Centipede_198x_Atari_US_5200_k_file","Centipede"
"a8b_Centipede_198x_Atari","REMOVE","a8b_Centipede_198x_Atari_US_h_Glenn_5200_k_file","Centipede","a8b_Centipede_198x_Atari_US_5200_k_file","Centipede"
"a8b_Centipede_198x_Atari","REMOVE","a8b_Centipede_198x_Atari_US_h_Glenn_a_5200_k_file","Centipede","a8b_Centipede_198x_Atari_US_5200_k_file","Centipede"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_1_1987_Palace_Software_128K","Stifflip & Co. - Part 1","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_1_1987_Palace_Software_a","Stifflip & Co. - Part 1","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_1_1987_Palace_Software_a2","Stifflip & Co. - Part 1","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_1_1987_Palace_Software_es","Stifflip & Co. - Part 1","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_2_Epilogue_1987_Palace_Software","Stifflip & Co. - Part 2 - Epilogue","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_2_Epilogue_1987_Palace_Software_128K","Stifflip & Co. - Part 2 - Epilogue","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_2_Epilogue_1987_Palace_Software_a","Stifflip & Co. - Part 2 - Epilogue","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"zx_Stifflip_Co._Part","REMOVE","zx_Stifflip_Co._Part_2_Epilogue_1987_Palace_Software_a2","Stifflip & Co. - Part 2 - Epilogue","zx_Stifflip_Co._Part_1_1987_Palace_Software","Stifflip & Co. - Part 1"
"a8b_Drelbs_1983_Synapse","REMOVE","a8b_Drelbs_1983_Synapse_Software_US_req_OSb_k_file","Drelbs","a8b_Drelbs_1983_Synapse_Software_US_cr_Dean_H","Drelbs"
"a8b_Drelbs_1983_Synapse","REMOVE","a8b_Drelbs_1983_Synapse_Software_US_t","Drelbs","a8b_Drelbs_1983_Synapse_Software_US_cr_Dean_H","Drelbs"
"a8b_Drelbs_1983_Synapse","REMOVE","a8b_Drelbs_1983_Synapse_Software_US_t_a","Drelbs","a8b_Drelbs_1983_Synapse_Software_US_cr_Dean_H","Drelbs"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4_128K","Growing Pains of Adrian Mole, The (Part 1 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4_a","Growing Pains of Adrian Mole, The (Part 1 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_2_of_4","Growing Pains of Adrian Mole, The (Part 2 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_2_of_4_a","Growing Pains of Adrian Mole, The (Part 2 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_2_of_4_a2","Growing Pains of Adrian Mole, The (Part 2 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_3_of_4","Growing Pains of Adrian Mole, The (Part 3 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_3_of_4_a2","Growing Pains of Adrian Mole, The (Part 3 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_3_of_4_a3","Growing Pains of Adrian Mole, The (Part 3 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_4_of_4","Growing Pains of Adrian Mole, The (Part 4 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_4_of_4_a","Growing Pains of Adrian Mole, The (Part 4 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Growing_Pains_of","REMOVE","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_4_of_4_a2","Growing Pains of Adrian Mole, The (Part 4 of 4)","zx_Growing_Pains_of_Adrian_Mole_The_1987_Virgin_Games_Part_1_of_4","Growing Pains of Adrian Mole, The (Part 1 of 4)"
"zx_Lazy_Jones_1984","REMOVE","zx_Lazy_Jones_1984_Terminal_Software_a","Lazy Jones","zx_Lazy_Jones_1984_Terminal_Software","Lazy Jones"
"zx_Puffys_Saga_1989","REMOVE","zx_Puffys_Saga_1989_Ubi_Soft_128K","Puffy's Saga","zx_Puffys_Saga_1989_Ubi_Soft","Puffy's Saga"
"zx_Puffys_Saga_1989","REMOVE","zx_Puffys_Saga_1989_Ubi_Soft_a","Puffy's Saga","zx_Puffys_Saga_1989_Ubi_Soft","Puffy's Saga"
"zx_Skateball_1988_Ubi","REMOVE","zx_Skateball_1988_Ubi_Soft_a","Skateball","zx_Skateball_1988_Ubi_Soft","Skateball"
"a8b_Neverending_Story_The","REMOVE","a8b_Neverending_Story_The_1986_Datasoft_US_cr_BCS_h_Gandalf_Software","The Neverending Story","a8b_Neverending_Story_The_1986_Datasoft_US","The Neverending Story"
"msdos_Seven_Cities_of","REMOVE","msdos_Seven_Cities_of_Gold_The_1985","Seven Cities of Gold, The","msdos_Seven_Cities_of_Gold_Commemorative_Edition_1993","Seven Cities of Gold"
"a8b_Mordons_Quest_1985","REMOVE","a8b_Mordons_Quest_1985_Melbourne_House_GB_no_loading_screen","Mordon's Quest","a8b_Mordons_Quest_1985_Melbourne_House_GB","Mordon's Quest"
"zx_Zacaron_Mystery_The","REMOVE","zx_Zacaron_Mystery_The_1986_Players_Software_Part_1_of_2_a","Zacaron Mystery, The (Part 1 of 2)","zx_Zacaron_Mystery_The_1986_Players_Software_Part_1_of_2","Zacaron Mystery, The (Part 1 of 2)"
"zx_Zacaron_Mystery_The","REMOVE","zx_Zacaron_Mystery_The_1986_Players_Software_Part_2_of_2","Zacaron Mystery, The (Part 2 of 2)","zx_Zacaron_Mystery_The_1986_Players_Software_Part_1_of_2","Zacaron Mystery, The (Part 1 of 2)"
